Application_ID,Customer_ID,Application_Date,Applicant_Age,Employment,Annual_Income_INR,Loan_Amount_INR,Credit_Score,Previous_Loans,Existing_Debt_INR,Loan_Term_Months,Debt_to_Income_Ratio,Interest_Rate_Pct,Loan_Purpose,Education,Branch,Approval_Status,Default_Status,Risk_Category
LOAN20505,CUST10505,30-03-2024,31,Unemployed,472800,174000,685,1,287200,36,0.739,13.09,Home,High School,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20506,CUST10506,21-02-2024,33,Business Owner,1252600,416000,600,1,352400,12,0.639,14.87,Business,Graduate,Chennai Central,Approved,No Default,High Risk
LOAN20507,CUST10507,20-11-2023,32,Salaried,590700,176000,749,1,263100,36,0.553,10.44,Vehicle,Graduate,Kochi,Approved,No Default,Medium Risk
LOAN20508,CUST10508,20-06-2023,29,Salaried,384700,199000,677,0,74800,60,0.308,10.49,Vehicle,Graduate,Pune,Rejected,Not Applicable,Medium Risk
LOAN20509,CUST10509,29-07-2024,38,Salaried,380600,272000,592,2,40600,12,0.872,13.98,Home,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20510,CUST10510,25-01-2025,30,Business Owner,764569,304000,654,0,207700,36,0.318,11.14,Vehicle,Graduate,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20511,CUST10511,05-08-2024,41,Self-Employed,792100,113000,780,2,380000,60,0.51,9.61,Business,Postgraduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20512,CUST10512,01-10-2023,37,Salaried,1111100,201000,676,0,147500,60,0.171,9.84,Home,Graduate,Kolkata,Approved,No Default,Medium Risk
LOAN20513,CUST10513,27-03-2024,36,Salaried,774800,50000,633,2,509400,48,0.675,11.64,Vehicle,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20514,CUST10514,30-05-2025,29,Salaried,275600,50000,710,1,25500,60,0.132,9.07,Home,High School,Bengaluru,Approved,No Default,Medium Risk
LOAN20515,CUST10515,05-05-2023,32,Self-Employed,1073700,169000,733,1,212400,36,0.254,8.85,Vehicle,Diploma,Pune,Approved,No Default,Medium Risk
LOAN20516,CUST10516,18-01-2024,46,Business Owner,485000,156000,612,2,74900,24,0.321,10.73,Home,Diploma,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20517,CUST10517,13-11-2023,43,Salaried,471600,88000,679,3,24300,36,0.117,9.56,Education,Graduate,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20518,CUST10518,22-04-2025,28,Salaried,639400,217000,627,1,289700,60,0.525,11.52,Business,Postgraduate,Ahmedabad,Approved,No Default,High Risk
LOAN20519,CUST10519,17-04-2023,39,Salaried,1477800,450000,824,1,842600,84,0.616,8.79,Vehicle,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20520,CUST10520,21-10-2024,46,Unemployed,913000,245000,708,1,357200,24,0.538,10.87,Education,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20521,CUST10521,25-06-2025,21,Salaried,758700,169000,724,1,112000,60,0.194,9.32,Personal,Graduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20522,CUST10522,07-04-2024,43,Business Owner,717100,143000,705,3,131100,36,0.256,9.06,Home,Graduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20523,CUST10523,05-03-2024,31,Self-Employed,837500,326000,789,0,269800,60,0.404,8.88,Education,Diploma,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20524,CUST10524,04-12-2024,44,Salaried,868200,371000,705,1,530400,12,1.063,13.21,Personal,High School,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20525,CUST10525,03-12-2023,30,Salaried,486100,50000,603,1,98900,36,0.24,11.99,Education,Diploma,Chennai Central,Approved,No Default,High Risk
LOAN20526,CUST10526,07-01-2025,21,Salaried,1342200,307000,775,1,616000,60,0.507,9.42,Personal,Graduate,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20527,CUST10527,23-01-2025,22,Self-Employed,723700,164000,796,0,190900,60,0.314,8.51,Vehicle,Graduate,Delhi,Rejected,Not Applicable,Low Risk
LOAN20528,CUST10528,10-05-2024,38,Business Owner,994300,234000,656,2,236500,48,0.299,10.15,Personal,Graduate,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20529,CUST10529,29-08-2025,41,Self-Employed,892100,219000,677,1,268700,36,0.389,12.53,Medical,Postgraduate,Kolkata,Approved,No Default,Medium Risk
LOAN20530,CUST10530,28-12-2023,29,Self-Employed,793300,409000,711,0,100400,36,0.317,9.52,Home,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20531,CUST10531,06-03-2025,44,Salaried,848100,125000,700,2,454500,36,0.63,11.92,Vehicle,Diploma,Kolkata,Approved,Default,High Risk
LOAN20532,CUST10532,07-03-2024,21,Unemployed,152600,50000,522,1,45100,60,0.365,12.77,Education,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20533,CUST10533,05-11-2024,37,Business Owner,598900,159000,736,1,325900,84,0.585,10.49,Home,Postgraduate,Kolkata,Approved,No Default,Medium Risk
LOAN20534,CUST10534,03-06-2024,26,Salaried,334400,142000,781,1,22700,48,0.184,8.05,Business,Postgraduate,Coimbatore,Approved,No Default,Low Risk
LOAN20535,CUST10535,08-05-2025,31,Unemployed,253400,50000,597,2,143500,36,0.64,13.34,Personal,Diploma,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20536,CUST10536,10-02-2024,38,Self-Employed,941800,164000,652,2,178000,72,0.221,9.57,Vehicle,Diploma,Mumbai,Approved,No Default,Medium Risk
LOAN20537,CUST10537,12-01-2024,29,Self-Employed,807200,250000,604,0,480600,48,0.678,13.25,Vehicle,Postgraduate,Pune,Rejected,Not Applicable,High Risk
LOAN20538,CUST10538,01-06-2023,34,Business Owner,1749200,709000,799,0,900000,60,0.605,8.75,Home,Graduate,Hyderabad,Approved,No Default,High Risk
LOAN20539,CUST10539,18-11-2023,48,Business Owner,780900,290000,752,3,527300,36,0.803,11.43,Personal,Graduate,Hyderabad,Approved,No Default,High Risk
LOAN20540,CUST10540,29-08-2024,32,Self-Employed,893300,348000,724,0,295500,60,0.411,9.01,Business,Postgraduate,Delhi,Approved,No Default,Medium Risk
LOAN20541,CUST10541,02-08-2023,46,Salaried,335700,119000,654,0,164100,60,0.567,11.84,Personal,Diploma,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20542,CUST10542,29-07-2024,27,Salaried,470900,110000,634,0,128800,60,0.322,10.96,Education,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20543,CUST10543,06-03-2023,43,Contract,618300,136000,596,1,75900,60,0.168,12.53,Personal,Graduate,Coimbatore,Approved,No Default,High Risk
LOAN20544,CUST10544,11-06-2025,52,Salaried,852300,86000,749,0,271100,36,0.353,9.93,Vehicle,Diploma,Coimbatore,Approved,No Default,Medium Risk
LOAN20545,CUST10545,27-09-2023,21,Salaried,492400,118000,719,2,108500,60,0.272,10.34,Personal,Graduate,Kolkata,Approved,No Default,Medium Risk
LOAN20546,CUST10546,20-06-2024,30,Salaried,547800,210000,589,0,361300,60,0.744,12.85,Vehicle,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20547,CUST10547,22-09-2025,44,Salaried,273600,108000,735,0,30300,36,0.254,8.58,Vehicle,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20548,CUST10548,10-04-2023,36,Contract,545900,223000,696,2,216200,36,0.539,10.73,Personal,Postgraduate,Delhi,Rejected,Not Applicable,Medium Risk
LOAN20549,CUST10549,15-04-2023,42,Contract,678900,377000,739,0,297400,12,1.035,12.85,Business,High School,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20550,CUST10550,11-05-2023,32,Salaried,747300,402000,620,2,297400,48,0.548,12.43,Home,Graduate,Delhi,Approved,No Default,High Risk
LOAN20551,CUST10551,24-01-2024,39,Salaried,721000,335000,616,1,337700,36,0.639,11.97,Medical,Graduate,Coimbatore,Approved,No Default,High Risk
LOAN20552,CUST10552,17-11-2023,36,Salaried,580700,171000,669,1,61200,60,0.168,9.16,Vehicle,Graduate,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20553,CUST10553,13-03-2024,50,Contract,444300,99000,667,3,178300,36,0.484,11.99,Personal,Graduate,Kochi,Approved,No Default,Medium Risk
LOAN20554,CUST10554,19-01-2023,41,Self-Employed,472000,96000,756,3,116900,72,0.285,8.96,Business,Postgraduate,Bengaluru,Approved,No Default,Low Risk
LOAN20555,CUST10555,13-08-2023,41,Salaried,793000,293000,737,0,461800,36,0.71,10.72,Vehicle,Postgraduate,Pune,Approved,Default,High Risk
LOAN20556,CUST10556,09-09-2024,34,Business Owner,958300,245000,695,3,490300,36,0.6,10.96,Business,Graduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20557,CUST10557,19-07-2024,33,Contract,560800,336000,594,2,301200,48,0.694,13.9,Home,Postgraduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20558,CUST10558,16-09-2025,34,Contract,344000,50000,697,1,37000,48,0.147,8.3,Home,Postgraduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20559,CUST10559,04-04-2024,42,Contract,157500,50000,558,0,51300,36,0.436,12.84,Personal,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20560,CUST10560,29-01-2024,34,Salaried,960100,308000,803,1,179300,36,0.302,7.94,Business,Graduate,Ahmedabad,Approved,No Default,Low Risk
LOAN20561,CUST10561,14-08-2023,41,Business Owner,622200,294000,661,1,25400,36,0.204,9.02,Business,High School,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20562,CUST10562,30-06-2025,59,Salaried,374700,127000,745,1,80900,60,0.291,8.69,Personal,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20563,CUST10563,26-12-2023,47,Contract,617700,282000,693,0,318100,60,0.612,12.9,Vehicle,Postgraduate,Kolkata,Approved,No Default,High Risk
LOAN20564,CUST10564,05-03-2024,35,Business Owner,648700,141000,671,0,157700,48,0.304,9.57,Vehicle,Graduate,Mumbai,Approved,No Default,Medium Risk
LOAN20565,CUST10565,13-07-2025,50,Business Owner,1302300,604000,713,4,462100,60,0.458,10.2,Medical,Diploma,Chennai Central,Approved,No Default,Medium Risk
LOAN20566,CUST10566,15-01-2023,34,Self-Employed,871400,189000,677,1,511200,60,0.631,9.78,Education,Postgraduate,Hyderabad,Approved,No Default,High Risk
LOAN20567,CUST10567,13-07-2024,21,Salaried,787200,466000,721,1,394800,24,0.819,11.29,Personal,Postgraduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20568,CUST10568,12-10-2024,28,Self-Employed,336400,193000,648,1,59000,84,0.26,9.62,Vehicle,Diploma,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20569,CUST10569,29-06-2024,21,Unemployed,367100,93000,564,1,92300,60,0.308,11.9,Personal,High School,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20570,CUST10570,20-07-2025,34,Contract,502000,229000,636,0,195800,36,0.554,12.21,Vehicle,Postgraduate,Pune,Rejected,Not Applicable,High Risk
LOAN20571,CUST10571,18-02-2024,38,Salaried,474900,146000,671,1,98600,36,0.314,9.38,Medical,Graduate,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20572,CUST10572,21-12-2023,55,Salaried,607400,50000,563,2,270700,24,0.488,13.11,Personal,Graduate,Mumbai,Approved,No Default,High Risk
LOAN20573,CUST10573,01-04-2024,41,Salaried,241700,50000,670,2,27200,24,0.223,9.31,Medical,Postgraduate,Ahmedabad,Approved,No Default,Medium Risk
LOAN20574,CUST10574,22-12-2024,36,Business Owner,952700,381000,654,1,533600,60,0.649,10.86,Home,Postgraduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20575,CUST10575,14-06-2024,46,Business Owner,477700,85000,599,4,226000,48,0.522,13.19,Personal,Graduate,Ahmedabad,Approved,No Default,High Risk
LOAN20576,CUST10576,25-09-2025,21,Salaried,296200,50000,557,1,131600,60,0.482,12.23,Personal,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20577,CUST10577,15-07-2023,40,,312000,51000,543,1,63500,60,0.238,11.94,Personal,Postgraduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20578,CUST10578,17-04-2025,46,Contract,755400,287000,595,0,107300,60,0.221,10.82,Business,Graduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20579,CUST10579,25-04-2023,23,Business Owner,578900,151000,633,0,246900,60,0.485,11.82,Home,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20580,CUST10580,21-02-2024,49,Self-Employed,1353000,492000,849,2,493100,12,0.74,8.8,Home,Postgraduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20581,CUST10581,18-12-2023,41,Self-Employed,501100,173000,631,0,82600,36,0.293,10.78,Vehicle,Postgraduate,Pune,Rejected,Not Applicable,High Risk
LOAN20582,CUST10582,02-09-2025,34,Self-Employed,285500,81000,649,0,51600,60,0.241,9.82,Home,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20583,CUST10583,16-03-2023,44,Salaried,331800,83000,675,1,49500,12,0.407,10.37,Medical,Graduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20584,CUST10584,23-10-2024,61,Self-Employed,1172700,443000,732,1,578800,12,0.906,11.78,Education,Graduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20585,CUST10585,05-02-2023,40,Business Owner,726500,50000,682,1,104700,72,0.157,9.55,Vehicle,Graduate,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20586,CUST10586,30-08-2023,40,Contract,340300,108000,563,1,99400,60,0.363,13.32,Home,Postgraduate,Pune,Approved,Default,High Risk
LOAN20587,CUST10587,24-10-2024,33,Self-Employed,699700,87000,759,1,206500,36,0.338,9.4,Vehicle,Graduate,Delhi,Rejected,Not Applicable,Low Risk
LOAN20588,CUST10588,04-03-2023,30,Business Owner,996200,289000,812,2,405400,60,0.468,9.24,Vehicle,Graduate,Kolkata,Approved,No Default,Medium Risk
LOAN20589,CUST10589,27-10-2024,46,Salaried,969400,475000,622,2,538800,60,0.662,13.63,Home,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20590,CUST10590,23-05-2024,29,Salaried,1136400,147000,675,0,692100,36,0.656,11.72,Vehicle,Graduate,Ahmedabad,Approved,No Default,High Risk
LOAN20591,CUST10591,07-07-2023,39,Salaried,477100,172000,652,0,178700,12,0.77,13.13,Vehicle,High School,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20592,CUST10592,04-01-2025,33,Salaried,300000,237000,597,2,38000,72,0.264,11.68,Medical,Graduate,Kochi,Approved,Default,High Risk
LOAN20593,CUST10593,03-04-2023,43,Business Owner,642100,92000,706,3,193400,36,0.355,10.87,Education,Diploma,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20594,CUST10594,05-01-2023,41,Unemployed,232500,123000,544,2,134000,24,0.864,13.36,Personal,Diploma,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20595,CUST10595,13-03-2024,48,Salaried,357000,164000,775,2,131900,48,0.497,8.88,Medical,Graduate,Kolkata,Approved,No Default,Medium Risk
LOAN20596,CUST10596,15-06-2023,33,Salaried,358100,141000,721,2,157100,60,0.524,10.54,Business,Postgraduate,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20597,CUST10597,21-03-2024,35,Business Owner,923500,86000,717,1,135800,36,0.18,9.37,Medical,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20598,CUST10598,25-01-2023,28,Salaried,553900,97000,731,,260100,36,0.535,10.07,Medical,Postgraduate,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20599,CUST10599,22-05-2024,34,Self-Employed,658300,228000,736,0,121000,36,0.309,7.76,Vehicle,Graduate,Kochi,Approved,No Default,Medium Risk
LOAN20600,CUST10600,08-04-2023,42,Business Owner,544100,265000,638,2,260300,84,0.555,11.7,Personal,Diploma,Hyderabad,Approved,No Default,High Risk
LOAN20601,CUST10601,25-09-2023,46,Self-Employed,580200,195000,622,0,133700,36,0.355,11.98,Home,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20602,CUST10602,23-10-2024,29,Salaried,363800,57000,661,0,189100,60,0.554,11.17,Vehicle,Diploma,Bengaluru,Approved,No Default,Medium Risk
LOAN20603,CUST10603,28-01-2024,47,Salaried,869300,273000,753,2,86300,72,0.156,8.24,Business,Graduate,Delhi,Approved,No Default,Low Risk
LOAN20604,CUST10604,02-02-2025,52,Business Owner,1287000,675000,748,1,369500,24,0.557,11.4,Vehicle,Diploma,Hyderabad,Approved,No Default,Medium Risk
LOAN20605,CUST10605,18-08-2024,42,Self-Employed,267100,147000,550,0,86700,84,0.406,12.67,Personal,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20606,CUST10606,12-10-2023,57,Salaried,362900,140000,612,1,62400,84,0.23,10.88,Personal,Postgraduate,Chennai Central,Approved,No Default,High Risk
LOAN20607,CUST10607,14-11-2024,30,Business Owner,381800,96000,649,1,216900,72,0.612,12.02,Education,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20608,CUST10608,02-01-2025,26,Salaried,415000,50000,657,0,222900,36,0.579,11.78,Business,Graduate,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20609,CUST10609,19-04-2023,21,Business Owner,752300,259000,797,1,272900,60,0.436,8.6,Vehicle,Postgraduate,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20610,CUST10610,27-01-2023,53,Salaried,282700,121000,572,1,63400,60,0.315,12.38,Education,High School,Kochi,Rejected,Not Applicable,High Risk
LOAN20611,CUST10611,27-01-2025,45,Unemployed,131800,50000,602,2,35000,84,0.323,10.61,Business,Graduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20612,CUST10612,24-02-2023,37,Salaried,350200,50000,737,1,176900,36,0.555,9.96,Vehicle,Diploma,Bengaluru,Approved,No Default,Medium Risk
LOAN20613,CUST10613,03-09-2025,41,Salaried,626300,381000,807,2,208000,60,0.458,7.42,Personal,Postgraduate,Delhi,Approved,No Default,Medium Risk
LOAN20614,CUST10614,13-05-2023,27,Salaried,586200,50000,656,1,252200,36,0.461,11.18,Personal,Diploma,Coimbatore,Approved,No Default,Medium Risk
LOAN20615,CUST10615,21-02-2023,62,Salaried,401000,234000,687,1,138400,36,0.555,11.44,Vehicle,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20616,CUST10616,07-05-2024,39,Contract,482000,185000,674,1,72500,48,0.253,9.87,Business,Graduate,Mumbai,Approved,No Default,Medium Risk
LOAN20617,CUST10617,03-02-2025,39,Unemployed,157800,62000,587,1,0,60,0.085,10.12,Personal,Diploma,Delhi,Rejected,Not Applicable,High Risk
LOAN20618,CUST10618,19-02-2025,45,Salaried,497700,239000,664,1,4300,48,0.141,9.37,Vehicle,Graduate,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20619,CUST10619,25-10-2023,43,Salaried,1266000,472000,767,1,335300,60,0.345,10.11,Home,Postgraduate,Chennai Central,Approved,No Default,Low Risk
LOAN20620,CUST10620,03-02-2024,40,Business Owner,1490000,522000,621,0,753600,84,0.56,13.32,Business,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20621,CUST10621,13-08-2024,30,Contract,237300,50000,657,1,127600,36,0.616,11.3,Home,Graduate,Pune,Approved,No Default,High Risk
LOAN20622,CUST10622,18-01-2023,43,Self-Employed,965000,305000,711,0,159200,60,0.235,8.8,Business,Postgraduate,Chennai Central,Approved,Default,Medium Risk
LOAN20623,CUST10623,28-03-2025,57,Salaried,837000,333000,690,4,530800,36,0.776,11.7,Vehicle,Postgraduate,Bengaluru,Approved,No Default,High Risk
LOAN20624,CUST10624,08-02-2025,51,Salaried,326700,50000,765,1,121800,36,0.428,10.04,Personal,Postgraduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20625,CUST10625,04-05-2025,54,Business Owner,1160000,183000,691,2,703500,60,0.639,9.82,Business,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20626,CUST10626,10-09-2024,33,Salaried,1186300,288000,714,1,565200,72,0.52,9.88,Home,Graduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20627,CUST10627,27-06-2025,28,Self-Employed,378100,89000,757,0,204500,60,0.594,10.18,Personal,Graduate,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20628,CUST10628,21-08-2025,37,Salaried,365000,108000,611,0,37500,60,0.166,11,Personal,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20629,CUST10629,12-07-2024,39,Business Owner,1276200,583000,709,3,207800,24,0.417,9.66,Personal,Diploma,Pune,Approved,No Default,Medium Risk
LOAN20630,CUST10630,03-09-2023,49,Salaried,645900,317000,676,,20400,36,0.206,9.55,Vehicle,Diploma,Mumbai,Approved,No Default,Medium Risk
LOAN20631,CUST10631,17-05-2024,21,Self-Employed,844400,347000,739,0,355600,60,0.513,10.12,Personal,Graduate,Pune,Rejected,Not Applicable,Medium Risk
LOAN20632,CUST10632,30-03-2023,53,Self-Employed,763100,299000,696,2,246500,12,0.747,11.23,Personal,Diploma,Delhi,Rejected,Not Applicable,High Risk
LOAN20633,CUST10633,22-07-2023,36,Self-Employed,781700,326000,616,0,429600,36,0.693,11.93,Business,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20634,CUST10634,03-08-2025,34,Salaried,300000,100000,621,0,55300,60,0.257,10.8,Personal,Postgraduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20635,CUST10635,28-08-2023,28,Self-Employed,1071300,216000,681,0,573200,12,0.748,11.98,Vehicle,,Delhi,Rejected,Not Applicable,High Risk
LOAN20636,CUST10636,04-05-2024,21,Self-Employed,1136000,218000,717,0,130000,36,0.181,7.22,Medical,Postgraduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20637,CUST10637,18-02-2025,46,Self-Employed,580400,272000,691,3,128000,60,0.324,10.27,Vehicle,Graduate,Mumbai,Approved,No Default,Medium Risk
LOAN20638,CUST10638,13-01-2023,39,Self-Employed,634600,306000,696,1,126000,60,0.3,10.55,Home,Graduate,Kolkata,Approved,No Default,Medium Risk
LOAN20639,CUST10639,10-10-2024,25,Self-Employed,310700,50000,544,2,94500,72,0.334,12.36,Vehicle,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20640,CUST10640,11-11-2023,25,Business Owner,1002200,74000,771,1,257100,60,0.272,8.04,Home,Graduate,Kolkata,Rejected,Not Applicable,Low Risk
LOAN20641,CUST10641,15-11-2024,35,Salaried,746200,360000,707,2,399900,48,0.662,10.43,Home,Graduate,Delhi,Approved,No Default,High Risk
LOAN20642,CUST10642,11-01-2025,55,Business Owner,760000,207000,766,1,79600,72,0.155,7.81,Education,Graduate,Mumbai,Approved,No Default,Low Risk
LOAN20643,CUST10643,17-07-2023,35,Self-Employed,1111600,462000,743,0,245900,60,0.31,8.52,Home,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20644,CUST10644,31-08-2023,23,Salaried,483000,181000,728,0,260500,36,0.675,11.85,Personal,Postgraduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20645,CUST10645,21-05-2024,36,Salaried,743500,324000,719,0,42700,24,0.294,9.43,Home,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20646,CUST10646,12-02-2023,35,Salaried,347600,58000,729,2,215900,60,0.657,8.89,Education,Postgraduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20647,CUST10647,26-11-2023,21,Business Owner,774200,341000,720,1,532700,60,0.786,11.74,Home,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20648,CUST10648,01-03-2025,37,Business Owner,720100,194000,680,0,30800,60,0.102,10.64,Home,High School,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20649,CUST10649,13-08-2024,36,Business Owner,872400,326000,825,0,176100,60,0.282,7.78,Education,High School,Delhi,Approved,No Default,Low Risk
LOAN20650,CUST10650,04-03-2024,45,Self-Employed,542700,89000,713,1,134600,60,0.284,10.36,Personal,Graduate,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20651,CUST10651,01-03-2025,56,Salaried,532300,116000,704,1,265000,84,0.53,11.09,Medical,Postgraduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20652,CUST10652,13-01-2025,49,Salaried,842900,283000,632,1,362000,60,0.502,12.52,Business,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20653,CUST10653,04-09-2024,35,Salaried,459800,123000,595,0,196400,24,0.576,13.45,Business,High School,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20654,CUST10654,11-06-2023,27,Salaried,262200,113000,663,0,142700,60,0.638,12.48,Home,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20655,CUST10655,17-10-2024,64,Salaried,1313100,582000,756,1,143000,36,0.272,8.83,Education,Graduate,Pune,Rejected,Not Applicable,Low Risk
LOAN20656,CUST10656,16-08-2025,39,Salaried,1100400,405000,694,2,610900,60,0.635,9.78,Home,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20657,CUST10657,12-09-2024,38,Self-Employed,348500,50000,653,1,184400,84,0.552,10.68,Personal,Graduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20658,CUST10658,10-03-2024,38,Business Owner,1090300,559000,809,0,413900,60,0.494,7.66,Home,Graduate,Delhi,Approved,No Default,Medium Risk
LOAN20659,CUST10659,21-08-2023,40,Unemployed,161200,50000,615,0,113600,60,0.77,11.09,Personal,Postgraduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20660,CUST10660,21-04-2023,37,Contract,502500,249000,582,1,237600,48,0.602,12.69,Education,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20661,CUST10661,16-07-2025,32,Self-Employed,746300,435000,677,0,153800,36,0.415,11.71,Education,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20662,CUST10662,22-07-2025,33,Salaried,506700,249000,626,1,151000,36,0.477,10.59,Medical,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20663,CUST10663,20-08-2023,38,Self-Employed,444800,148000,633,2,163600,60,0.438,12.04,Personal,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20664,CUST10664,09-08-2025,33,Business Owner,562100,99000,648,0,45700,60,0.118,10.33,Business,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20665,CUST10665,19-01-2025,31,Salaried,365300,66000,630,0,225100,60,0.655,12.56,Personal,Diploma,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20666,CUST10666,09-12-2024,39,Salaried,380300,107000,589,4,54800,36,0.249,12.44,Business,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20667,CUST10667,30-09-2023,35,Contract,428700,50000,631,0,214300,48,0.532,11.84,Personal,Postgraduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20668,CUST10668,20-08-2024,53,Salaried,402100,121000,629,1,111000,60,0.34,12.36,Medical,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20669,CUST10669,17-03-2025,21,Self-Employed,899000,109000,537,0,94600,48,0.137,11.82,Education,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20670,CUST10670,10-02-2023,49,Self-Employed,1323100,181000,850,0,753800,60,0.599,8.47,Personal,Postgraduate,Mumbai,Approved,No Default,Medium Risk
LOAN20671,CUST10671,13-07-2024,50,Salaried,429200,206000,723,3,223700,60,0.622,10.46,Personal,Graduate,Mumbai,Approved,No Default,High Risk
